6
6

-0.048	-0.491	0.000
-0.048	-0.491	0.000
-0.048	-0.491	0.000
-0.048	-0.491	0.000
-0.048	-0.491	0.000
-0.048	-0.491	0.000

0.000	-1.000	0.400
-1.000	-1.000	0.400
-1.000	1.000	0.400
1.000	1.000	0.400
1.000	-1.000	0.400
0.000	-1.000	0.400

0.000	-1.000	0.800
-1.000	-1.000	0.800
-1.000	1.000	0.800
1.000	1.000	0.800
1.000	-1.000	0.800
0.000	-1.000	0.800

0.000	-1.000	1.200
-1.000	-1.000	1.200
-1.000	1.000	1.200
1.000	1.000	1.200
1.000	-1.000	1.200
0.000	-1.000	1.200

0.000	-1.000	1.600
-1.000	-1.000	1.600
-1.000	1.000	1.600
1.000	1.000	1.600
1.000	-1.000	1.600
0.000	-1.000	1.600

-0.048	-0.491	2.000
-0.048	-0.491	2.000
-0.048	-0.491	2.000
-0.048	-0.491	2.000
-0.048	-0.491	2.000
-0.048	-0.491	2.000

